"主管部门","所在省份","学校性质","学校数量","包含年份","包含类型"
"浙江省","台州市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省","嘉兴市","本科","13","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省","嘉兴市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省","宁波市","本科","36","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省","宁波市","高职（专科）","49","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省","未知","成人高等教育","65","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","成人高等学校"
"浙江省","杭州市","本科","145","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省","杭州市","高职（专科）","125","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省","温州市","本科","21","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省","温州市","高职（专科）","32","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省","湖州市","本科","13","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省","湖州市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省","绍兴市","本科","9","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省","绍兴市","高职（专科）","24","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省","舟山市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省","舟山市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省","衢州市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省","衢州市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省","金华市","本科","10","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省","金华市","高职（专科）","14","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省","【小计】","","24","",""
"浙江省教育厅","台州市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省教育厅","嘉兴市","本科","19","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省教育厅","嘉兴市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省教育厅","宁波市","本科","27","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省教育厅","杭州市","本科","73","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省教育厅","杭州市","高职（专科）","24","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省教育厅","温州市","本科","27","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省教育厅","温州市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省教育厅","湖州市","本科","3","2017, 2019, 2020","普通高等学校"
"浙江省教育厅","湖州市","高职（专科）","7","2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省教育厅","绍兴市","本科","23","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省教育厅","绍兴市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省教育厅","舟山市","本科","3","2017, 2019, 2020","普通高等学校"
"浙江省教育厅","金华市","本科","22","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省教育厅","金华市","高职（专科）","15","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"浙江省教育厅","【小计】","","37","",""
"海关总署","上海市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"海关总署","未知","成人高等教育","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","成人高等学校"
"海关总署","【小计】","","8","",""
"海军装备部","未知","成人高等教育","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","成人高等学校"
"海军装备部","【小计】","","8","",""
"海南省","三亚市","本科","9","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"海南省","文昌市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"海南省","未知","成人高等教育","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","成人高等学校"
"海南省","海口市","本科","33","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"海南省","海口市","高职（专科）","42","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"海南省","琼海市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"海南省","【小计】","","8","",""
"海南省教育厅","三亚市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"海南省教育厅","三亚市","高职（专科）","33","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"海南省教育厅","东方市","高职（专科）","2","2024, 2025","普通高等学校"
"海南省教育厅","海口市","本科","15","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"海南省教育厅","海口市","高职（专科）","15","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"海南省教育厅","澄迈县","高职（专科）","1","2025","普通高等学校"
"海南省教育厅","陵水黎族自治县","本科","3","2023, 2024, 2025","普通高等学校"
"海南省教育厅","【小计】","","3","",""
"湖北省","仙桃市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","十堰市","本科","24","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","十堰市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","咸宁市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","咸宁市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","天门市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","孝感市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","孝感市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","宜昌市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","宜昌市","高职（专科）","27","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","恩施土家族苗族自治州","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","恩施土家族苗族自治州","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","未知","成人高等教育","108","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","成人高等学校"
"湖北省","武汉市","本科","121","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","武汉市","高职（专科）","232","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","潜江市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","荆州市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","荆州市","高职（专科）","24","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","荆门市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","荆门市","高职（专科）","10","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","襄阳市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","襄阳市","高职（专科）","19","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","鄂州市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","随州市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","黄冈市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","黄冈市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","黄石市","本科","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","黄石市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省","【小计】","","24","",""
"湖北省教育厅","十堰市","本科","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省教育厅","咸宁市","高职（专科）","6","2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省教育厅","孝感市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省教育厅","孝感市","高职（专科）","5","2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省教育厅","宜昌市","本科","9","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省教育厅","恩施土家族苗族自治州","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省教育厅","武汉市","本科","184","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省教育厅","武汉市","高职（专科）","64","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省教育厅","荆州市","本科","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省教育厅","荆州市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省教育厅","襄阳市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省教育厅","黄冈市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省教育厅","黄石市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖北省教育厅","【小计】","","8","",""
"湖南省","娄底市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","娄底市","高职（专科）","12","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","岳阳市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","岳阳市","高职（专科）","24","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","常德市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","常德市","高职（专科）","19","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","张家界市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","怀化市","本科","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","怀化市","高职（专科）","17","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","未知","成人高等教育","94","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","成人高等学校"
"湖南省","株洲市","本科","10","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","株洲市","高职（专科）","62","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","永州市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","永州市","高职（专科）","20","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","湘潭市","本科","24","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","湘潭市","高职（专科）","42","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","湘西土家族苗族自治州","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","湘西土家族苗族自治州","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","益阳市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","益阳市","高职（专科）","28","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","衡阳市","本科","24","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","衡阳市","高职（专科）","30","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","邵阳市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","邵阳市","高职（专科）","19","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","郴州市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","郴州市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","长沙市","本科","98","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","长沙市","高职（专科）","230","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省","【小计】","","328","",""
"湖南省教育厅","娄底市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省教育厅","岳阳市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省教育厅","岳阳市","高职（专科）","4","2023, 2024, 2025","普通高等学校"
"湖南省教育厅","常德市","本科","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省教育厅","常德市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省教育厅","张家界市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省教育厅","株洲市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省教育厅","株洲市","高职（专科）","1","2025","普通高等学校"
"湖南省教育厅","永州市","高职（专科）","2","2017, 2019","普通高等学校"
"湖南省教育厅","湘潭市","本科","36","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省教育厅","湘潭市","高职（专科）","10","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省教育厅","衡阳市","本科","24","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省教育厅","衡阳市","高职（专科）","12","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省教育厅","邵阳市","高职（专科）","1","2025","普通高等学校"
"湖南省教育厅","郴州市","高职（专科）","4","2023, 2024, 2025","普通高等学校"
"湖南省教育厅","长沙市","本科","65","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省教育厅","长沙市","高职（专科）","48","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"湖南省教育厅","【小计】","","113","",""
"甘肃省","临夏州","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"甘肃省","兰州市","本科","92","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"甘肃省","兰州市","高职（专科）","76","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"甘肃省","嘉峪关市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"甘肃省","天水市","本科","11","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"甘肃省","天水市","高职（专科）","20","2017, 2019, 2020, 2021, 2022, 2023, 2024","普通高等学校"
"甘肃省","定西市","高职（专科）","11","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"甘肃省","平凉市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"甘肃省","平凉市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"甘肃省","庆阳市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"甘肃省","庆阳市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"甘肃省","张掖市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"甘肃省","张掖市","高职（专科）","6","2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"甘肃省","未知","成人高等教育","35","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","成人高等学校"
"甘肃省","武威市","本科","1","2025","普通高等学校"
"甘肃省","武威市","高职（专科）","15","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"甘肃省","甘南藏族 自治州","本科","1","2017","普通高等学校"
"甘肃省","甘南藏族自治州","本科","7","2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"甘肃省","白银市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"甘肃省","酒泉市","本科","1","2025","普通高等学校"
"甘肃省","酒泉市","高职（专科）","7","2017, 2019, 2020, 2021, 2022, 2023, 2024","普通高等学校"
"甘肃省","金昌市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"甘肃省","陇南市","本科","2","2024, 2025","普通高等学校"
"甘肃省","陇南市","高职（专科）","6","2017, 2019, 2020, 2021, 2022, 2023","普通高等学校"
"甘肃省","【小计】","","8","",""
"甘肃省教育厅","兰州市","本科","30","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"甘肃省教育厅","兰州市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"甘肃省教育厅","白银市","高职（专科）","5","2021, 2022, 2023, 2024, 2025","普通高等学校"
"甘肃省教育厅","【小计】","","5","",""
"福建省","三明市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省","三明市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省","南平市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省","南平市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省","厦门市","本科","24","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省","厦门市","高职（专科）","17","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省","宁德市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省","宁德市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省","未知","成人高等教育","24","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","成人高等学校"
"福建省","泉州市","本科","9","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省","泉州市","高职（专科）","47","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省","漳州市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省","漳州市","高职（专科）","24","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省","福州市","本科","87","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省","福州市","高职（专科）","88","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省","莆田市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省","莆田市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省","龙岩市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省","龙岩市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省","【小计】","","16","",""
"福建省教育厅","南平市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省教育厅","厦门市","本科","24","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省教育厅","厦门市","高职（专科）","56","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省教育厅","泉州市","本科","39","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省教育厅","泉州市","高职（专科）","41","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省教育厅","漳州市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省教育厅","漳州市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省教育厅","福州市","本科","57","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省教育厅","福州市","高职（专科）","48","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"福建省教育厅","【小计】","","105","",""
"空军装备部","未知","成人高等教育","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","成人高等学校"
"空军装备部","长沙市","高职（专科）","7","2017, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"空军装备部","【小计】","","7","",""
"西藏自治区","咸阳市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"西藏自治区","拉萨市","本科","17","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"西藏自治区","拉萨市","高职（专科）","23","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"西藏自治区","日喀则市","高职（专科）","1","2025","普通高等学校"
"西藏自治区","林芝市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"西藏自治区","【小计】","","8","",""
"贵州省","六盘水市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省","六盘水市","高职（专科）","15","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省","安顺市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省","安顺市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省","未知","成人高等教育","24","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","成人高等学校"
"贵州省","毕节市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省","毕节市","高职（专科）","31","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省","贵阳市","本科","96","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省","贵阳市","高职（专科）","138","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省","遵义市","本科","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省","遵义市","高职（专科）","24","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省","铜仁市","本科","9","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省","铜仁市","高职（专科）","23","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省","黔东南苗族侗族自治州","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省","黔东南苗族侗族自治州","高职（专科）","18","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省","黔南布依族苗族自治州","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省","黔南布依族苗族自治州","高职（专科）","46","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省","黔西南布依族苗族自治州","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省","黔西南布依族苗族自治州","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省","【小计】","","16","",""
"贵州省教育厅","安顺市","高职（专科）","6","2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省教育厅","毕节市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省教育厅","贵阳市","本科","41","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省教育厅","贵阳市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省教育厅","遵义市","本科","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省教育厅","铜仁市","高职（专科）","11","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省教育厅","黔南布依族苗族自治州","本科","10","2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省教育厅","黔南布依族苗族自治州","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"贵州省教育厅","【小计】","","26","",""
"辽宁省","丹东市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","丹东市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","大连市","本科","72","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","大连市","高职（专科）","24","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","抚顺市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","抚顺市","高职（专科）","16","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","朝阳市","本科","2","2024, 2025","普通高等学校"
"辽宁省","朝阳市","高职（专科）","6","2017, 2019, 2020, 2021, 2022, 2023","普通高等学校"
"辽宁省","未知","成人高等教育","130","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","成人高等学校"
"辽宁省","本溪市","本科","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","本溪市","高职（专科）","8","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","沈阳市","本科","136","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
"辽宁省","沈阳市","高职（专科）","136","2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025","普通高等学校"
